loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
3729,4, Graduate, No,3500000,13800000,4,684,3900000,8300000,2300000,4300000, Approved
3730,3, Not Graduate, Yes,6400000,23600000,14,604,20200000,10600000,3200000,4700000, Approved
3731,3, Graduate, Yes,7200000,16800000,16,884,19000000,5000000,4400000,3400000, Approved
3732,2, Graduate, Yes,8600000,37000000,18,651,28100000,13800000,10400000,5900000, Approved
3733,2, Not Graduate, No,4100000,15800000,8,309,12800000,9900000,10200000,3000000, Rejected
3734,4, Not Graduate, No,9300000,14100000,18,426,11500000,500000,26800000,10400000, Rejected
3735,2, Not Graduate, Yes,3300000,5900000,10,377,7500000,5200000,6500000,4300000, Rejected
3736,2, Not Graduate, Yes,2100000,7500000,8,420,3000000,800000,4100000,1200000, Rejected
3737,5, Graduate, No,3900000,8400000,4,357,9800000,8000000,9800000,4300000, Rejected
3738,5, Not Graduate, No,5300000,7800000,8,770,7200000,8500000,13700000,5700000, Approved
3739,5, Graduate, Yes,6700000,10900000,20,596,1400000,15700000,23200000,7900000, Approved
3740,4, Graduate, No,8300000,13800000,16,703,4200000,13900000,27900000,7500000, Approved
3741,2, Not Graduate, Yes,2400000,7000000,16,900,6600000,100000,8100000,300000, Approved
3742,5, Graduate, Yes,3100000,10600000,18,688,1500000,4000000,10700000,3200000, Approved
3743,3, Graduate, Yes,9300000,15900000,6,588,20300000,21000000,33300000,8900000, Approved
3744,5, Graduate, No,4500000,17300000,14,460,13600000,2600000,11000000,4300000, Approved
3745,0, Graduate, No,2500000,5300000,8,753,6600000,500000,6500000,1200000, Approved
3746,0, Not Graduate, Yes,9800000,22000000,18,604,15300000,17600000,29800000,2300000, Approved
3747,0, Graduate, No,4500000,8500000,10,754,4000000,5700000,5400000,1600000, Approved
3748,5, Not Graduate, No,9800000,39500000,18,313,31800000,1200000,17300000,3900000, Rejected
3749,1, Not Graduate, No,9200000,39500000,16,398,19000000,6400000,34000000,3200000, Rejected
3750,0, Graduate, No,9000000,26700000,16,378,13800000,7400000,21000000,4000000, Rejected
3751,4, Not Graduate, Yes,5900000,6900000,20,709,19500000,9900000,4000000,1200000, Approved
3752,4, Not Graduate, Yes,8000000,16300000,16,611,7300000,9400000,15400000,3800000, Approved
3753,5, Graduate, No,9600000,15700000,8,490,15900000,11700000,10200000,14400000, Approved
3754,3, Not Graduate, Yes,2800000,12200000,12,486,1600000,5600000,4900000,2300000, Rejected
3755,4, Graduate, No,500000,700000,10,664,300000,300000,1200000,300000, Approved
3756,3, Not Graduate, Yes,3300000,16100000,2,880,5000000,5500000,7500000,3700000, Approved
3757,4, Not Graduate, No,6400000,21500000,12,898,16100000,5900000,14200000,4800000, Approved
3758,3, Graduate, No,5500000,16900000,10,583,7300000,5800000,3100000,800000, Approved
3759,0, Graduate, No,900000,4000000,8,702,2200000,1300000,1900000,800000, Rejected
3760,1, Graduate, No,5600000,6200000,4,350,16000000,9700000,3400000,2900000, Rejected
3761,5, Graduate, No,1900000,7800000,12,868,5900000,4500000,3600000,1700000, Approved
3762,0, Not Graduate, Yes,5100000,7500000,12,310,1800000,3400000,14100000,1700000, Rejected
3763,0, Not Graduate, Yes,5800000,25300000,4,505,16000000,1500000,5500000,4500000, Rejected
3764,4, Graduate, Yes,6400000,19900000,14,735,4400000,6900000,23700000,2400000, Approved
3765,5, Graduate, No,4200000,5200000,4,882,10500000,5700000,11400000,2200000, Approved
3766,2, Not Graduate, Yes,4200000,18200000,4,403,6000000,2400000,5300000,4500000, Rejected
3767,0, Graduate, Yes,6800000,7500000,10,697,17200000,15100000,12800000,2800000, Approved
3768,3, Not Graduate, Yes,7500000,11700000,8,412,6800000,15000000,6300000,5100000, Rejected
3769,0, Not Graduate, Yes,8100000,33900000,20,330,18900000,10000000,4700000,1600000, Rejected
3770,2, Graduate, No,3400000,9700000,2,554,2100000,3800000,12600000,3600000, Rejected
3771,3, Not Graduate, No,4300000,19500000,8,646,3300000,400000,12300000,3700000, Approved
3772,5, Graduate, No,3400000,12000000,16,458,7600000,4600000,11000000,4200000, Rejected
3773,0, Graduate, Yes,5300000,18500000,6,884,7000000,7900000,14200000,4500000, Approved
3774,3, Not Graduate, No,1400000,3000000,20,670,3500000,3100000,5100000,2100000, Approved
3775,0, Graduate, No,4400000,6800000,16,563,10800000,5500000,16000000,1900000, Approved
3776,2, Not Graduate, No,2000000,9700000,20,591,4500000,800000,1400000,2300000, Approved
3777,4, Graduate, Yes,5400000,7700000,20,579,14100000,2400000,6300000,3800000, Approved
3778,0, Not Graduate, No,8500000,26500000,4,366,24000000,3400000,16000000,5300000, Rejected
3779,4, Graduate, No,9800000,20500000,10,664,31400000,23000000,16600000,11000000, Approved
3780,5, Not Graduate, Yes,4500000,9300000,16,771,2100000,8900000,10500000,6500000, Approved
3781,1, Graduate, No,700000,2400000,2,553,1500000,1400000,1000000,800000, Approved
3782,4, Graduate, Yes,2400000,10100000,10,555,6400000,5000000,7900000,1300000, Approved
3783,3, Graduate, No,1200000,4900000,14,847,1100000,300000,600000,1000000, Approved
3784,5, Graduate, No,7600000,34000000,16,667,8100000,13300000,24900000,3100000, Approved
3785,3, Graduate, Yes,9800000,21300000,10,478,10600000,17300000,18400000,9500000, Rejected
3786,4, Graduate, Yes,5600000,16000000,18,302,11700000,3100000,2900000,3700000, Rejected
3787,0, Graduate, No,1900000,2000000,14,794,2700000,2300000,6600000,800000, Approved
3788,1, Graduate, No,400000,1600000,2,676,1000000,700000,800000,100000, Approved
3789,2, Graduate, No,9700000,21400000,6,676,21500000,21800000,29500000,13500000, Approved
3790,5, Graduate, Yes,3300000,10700000,20,469,7800000,900000,11800000,700000, Rejected
3791,3, Not Graduate, No,1200000,2000000,2,411,1200000,2700000,700000,700000, Approved
3792,1, Graduate, Yes,1900000,8100000,4,597,5200000,4400000,2700000,700000, Approved
3793,5, Not Graduate, No,2700000,11500000,8,755,6500000,6200000,2500000,2100000, Rejected
3794,3, Graduate, Yes,6600000,29800000,20,478,4200000,100000,5600000,2500000, Rejected
3795,2, Not Graduate, No,8900000,10500000,16,616,7700000,4900000,33900000,10100000, Approved
3796,2, Graduate, Yes,2800000,13900000,4,898,3300000,4800000,9300000,1200000, Approved
3797,4, Not Graduate, Yes,6900000,13700000,8,431,22700000,5600000,12300000,2500000, Rejected
3798,5, Graduate, Yes,800000,1800000,20,438,1000000,100000,2300000,300000, Rejected
3799,3, Not Graduate, Yes,200000,400000,6,441,100000,400000,700000,100000, Rejected
3800,5, Not Graduate, No,700000,1400000,12,848,500000,100000,900000,700000, Approved
3801,4, Graduate, Yes,9200000,29500000,10,617,2800000,10300000,5100000,3600000, Rejected
3802,0, Not Graduate, Yes,5900000,11600000,16,851,9000000,14000000,20000000,6300000, Approved
3803,4, Not Graduate, No,8000000,20600000,16,869,22600000,8800000,24200000,5600000, Approved
3804,3, Graduate, Yes,400000,1400000,18,553,700000,900000,400000,200000, Rejected
3805,3, Not Graduate, Yes,400000,1700000,4,333,1200000,400000,900000,200000, Rejected
3806,3, Graduate, No,8500000,32100000,10,482,3000000,7400000,9000000,7100000, Rejected
3807,0, Not Graduate, No,1200000,4100000,14,626,2100000,300000,3100000,800000, Approved
3808,5, Not Graduate, Yes,1700000,2700000,10,529,4800000,1500000,4700000,1400000, Approved
3809,5, Not Graduate, Yes,5200000,22200000,14,301,12600000,4400000,7600000,6400000, Rejected
3810,5, Not Graduate, No,6100000,7000000,14,894,18400000,12900000,19700000,1000000, Approved
3811,3, Graduate, Yes,2400000,4900000,8,482,2600000,5500000,5200000,1600000, Approved
3812,1, Graduate, Yes,4500000,5500000,4,671,8300000,200000,13400000,3100000, Approved
3813,3, Not Graduate, Yes,6800000,25000000,20,868,16500000,1700000,18600000,3100000, Approved
3814,1, Graduate, No,4500000,11100000,18,627,3400000,7200000,9300000,3200000, Approved
3815,3, Not Graduate, No,3900000,14100000,18,717,11300000,4700000,5900000,3500000, Approved
3816,4, Graduate, Yes,900000,2100000,6,321,1100000,700000,1100000,800000, Approved
3817,1, Not Graduate, No,4600000,13000000,8,718,2300000,3000000,14300000,4800000, Approved
3818,2, Not Graduate, No,8000000,22700000,8,809,21800000,4500000,22000000,1700000, Approved
3819,2, Graduate, Yes,6300000,7400000,2,851,15900000,8300000,9300000,4700000, Approved
3820,5, Not Graduate, No,8900000,24200000,4,350,27700000,400000,34600000,10300000, Rejected
3821,3, Graduate, No,1400000,5000000,8,437,4400000,2600000,4700000,1000000, Rejected
3822,2, Not Graduate, No,300000,1000000,20,328,300000,200000,300000,300000, Rejected
3823,2, Not Graduate, No,5500000,7200000,6,851,12700000,5900000,5900000,5100000, Approved
3824,1, Graduate, Yes,1900000,7000000,12,465,6600000,2500000,4600000,1400000, Rejected
3825,0, Graduate, No,6000000,13400000,12,619,6000000,3200000,5100000,1300000, Approved
3826,4, Not Graduate, Yes,9000000,9500000,8,585,15800000,19900000,34900000,8900000, Approved
3827,4, Not Graduate, Yes,3500000,5700000,20,713,11200000,6000000,9600000,3000000, Approved
3828,1, Graduate, No,5500000,16400000,2,838,3000000,12000000,4000000,600000, Approved
3829,2, Graduate, Yes,6800000,15200000,18,494,22200000,8100000,14000000,2600000, Rejected
3830,4, Graduate, No,1600000,6000000,16,774,2900000,1700000,2000000,300000, Approved
3831,4, Graduate, No,8900000,17500000,8,474,28000000,5300000,19700000,8000000, Rejected
3832,0, Not Graduate, Yes,2100000,8600000,16,418,4700000,2900000,2900000,300000, Rejected
3833,0, Not Graduate, No,8100000,17400000,10,363,19600000,12000000,27600000,10400000, Rejected
3834,0, Graduate, Yes,6600000,23000000,20,523,18200000,6900000,20000000,9400000, Rejected
3835,3, Not Graduate, No,1500000,6300000,2,636,600000,500000,5500000,2200000, Approved
3836,5, Graduate, No,7300000,18600000,2,768,16600000,5000000,8700000,3000000, Approved
3837,0, Not Graduate, Yes,2100000,2500000,12,809,6800000,100000,3900000,1700000, Approved
3838,4, Graduate, Yes,6000000,18900000,20,616,20100000,4800000,19900000,8100000, Approved
3839,4, Not Graduate, No,9600000,39500000,2,545,32600000,13900000,17400000,10200000, Rejected
3840,5, Graduate, Yes,9500000,39500000,16,404,22100000,22700000,17400000,4900000, Rejected
3841,3, Not Graduate, Yes,8700000,16400000,20,849,19900000,3900000,34400000,11000000, Approved
3842,5, Graduate, No,5000000,20100000,10,538,10100000,700000,16000000,4500000, Rejected
3843,2, Not Graduate, No,5600000,13300000,18,759,12300000,4100000,19700000,6300000, Approved
3844,1, Graduate, No,3100000,5100000,16,676,6900000,1200000,6000000,4500000, Approved
3845,5, Not Graduate, Yes,9200000,33700000,6,859,3100000,16000000,23500000,13800000, Approved
3846,3, Not Graduate, No,4800000,14400000,18,884,2400000,100000,10000000,3900000, Approved
3847,1, Not Graduate, No,7700000,24300000,14,724,17300000,18900000,16000000,2500000, Approved
3848,3, Not Graduate, Yes,3700000,15900000,2,697,4600000,7900000,3500000,3600000, Rejected
3849,2, Not Graduate, No,7400000,17400000,12,382,8800000,9100000,25500000,7400000, Rejected
3850,4, Not Graduate, Yes,2300000,8400000,14,309,1900000,5300000,4300000,2100000, Rejected
3851,4, Not Graduate, No,7300000,18000000,18,628,20800000,11500000,18500000,5000000, Approved
3852,0, Graduate, Yes,600000,700000,16,723,2000000,1500000,2100000,500000, Approved
3853,3, Not Graduate, Yes,1200000,3000000,10,748,2700000,800000,3800000,1000000, Approved
3854,5, Not Graduate, Yes,3600000,17300000,6,450,12000000,9000000,4300000,5100000, Rejected
3855,3, Not Graduate, Yes,4900000,14400000,4,602,15300000,2200000,13100000,6200000, Approved
3856,4, Not Graduate, No,7100000,10200000,2,818,6500000,6300000,15900000,4600000, Approved
3857,5, Not Graduate, No,3700000,13900000,14,357,2600000,8700000,5200000,3300000, Rejected
3858,2, Not Graduate, Yes,300000,1500000,20,530,300000,300000,200000,300000, Rejected
3859,4, Not Graduate, Yes,3300000,15300000,2,867,1700000,1700000,8900000,2700000, Approved
3860,0, Graduate, Yes,4500000,14800000,16,419,9600000,700000,14500000,800000, Rejected
3861,0, Not Graduate, Yes,5500000,13800000,12,490,6200000,2000000,20900000,6000000, Rejected
3862,4, Graduate, Yes,6500000,21600000,4,581,20900000,5800000,11300000,7300000, Approved
3863,1, Not Graduate, Yes,2600000,11100000,6,713,5800000,2700000,4900000,2000000, Approved
3864,4, Graduate, Yes,6100000,27100000,6,453,8500000,8300000,6500000,8300000, Rejected
3865,5, Graduate, Yes,6300000,26900000,14,776,21700000,12800000,24900000,9300000, Approved
3866,5, Not Graduate, No,7800000,22000000,6,441,26100000,300000,27100000,9700000, Rejected
3867,0, Graduate, No,5300000,7800000,18,521,14700000,11100000,20400000,7400000, Approved
3868,1, Graduate, No,8100000,26500000,8,644,22800000,11700000,18100000,6300000, Approved
3869,3, Graduate, No,2300000,3700000,4,307,7900000,4300000,2800000,3200000, Rejected
3870,0, Not Graduate, No,7100000,8800000,2,761,15500000,13400000,17800000,10000000, Approved
3871,5, Graduate, Yes,600000,1800000,10,701,1900000,1400000,1100000,600000, Approved
3872,5, Graduate, Yes,1200000,4300000,10,801,500000,300000,2100000,400000, Approved
3873,4, Graduate, Yes,8600000,38000000,16,465,17400000,12300000,6800000,2700000, Rejected
3874,1, Not Graduate, No,4800000,19800000,10,538,8900000,10900000,3600000,3700000, Approved
3875,0, Graduate, No,6200000,27500000,4,840,2000000,11100000,11300000,7000000, Approved
3876,4, Not Graduate, Yes,6100000,24600000,6,340,3000000,1500000,22800000,4900000, Rejected
3877,4, Graduate, No,7000000,26700000,12,595,1900000,10700000,21200000,8500000, Approved
3878,5, Not Graduate, No,2600000,2700000,8,590,3000000,5200000,8200000,3100000, Approved
3879,2, Not Graduate, No,1900000,6700000,14,568,700000,1300000,2500000,700000, Rejected
3880,1, Not Graduate, No,600000,900000,20,560,1000000,900000,1800000,200000, Rejected
3881,5, Not Graduate, Yes,8600000,10600000,8,749,24800000,18100000,16500000,9400000, Approved
3882,0, Graduate, No,2300000,3700000,12,418,5100000,3000000,1600000,1300000, Rejected
3883,3, Not Graduate, Yes,5800000,24900000,18,835,14100000,2800000,10900000,8100000, Approved
3884,2, Not Graduate, Yes,4600000,18300000,6,838,1400000,6300000,4400000,6100000, Approved
3885,3, Graduate, Yes,1700000,8200000,12,407,5000000,2500000,5900000,1200000, Rejected
3886,2, Graduate, No,4200000,20600000,8,885,2900000,4200000,14500000,3800000, Approved
3887,0, Graduate, No,1000000,4600000,14,457,1200000,1700000,1500000,1300000, Rejected
3888,3, Not Graduate, No,1900000,2900000,16,331,3600000,2100000,5000000,2500000, Rejected
3889,1, Graduate, No,1500000,6800000,4,539,4900000,3300000,2700000,1300000, Rejected
3890,0, Graduate, No,8200000,35700000,4,778,28600000,16200000,8500000,12000000, Approved
3891,2, Graduate, No,5700000,25600000,2,807,15900000,11500000,15800000,4700000, Approved
3892,1, Not Graduate, Yes,9200000,14800000,2,688,24000000,12100000,29100000,1400000, Rejected
3893,4, Graduate, Yes,4400000,6500000,2,787,8500000,2200000,14100000,3900000, Approved
3894,2, Graduate, Yes,2100000,9900000,16,457,5000000,3800000,2100000,2500000, Rejected
3895,3, Not Graduate, No,6100000,10300000,20,828,4100000,1100000,14000000,9000000, Approved
3896,2, Graduate, Yes,9300000,23000000,10,681,10100000,12000000,5400000,2300000, Approved
3897,5, Graduate, Yes,5400000,15200000,18,380,18600000,700000,4400000,3900000, Rejected
3898,0, Graduate, Yes,300000,400000,16,377,1000000,400000,200000,300000, Rejected
3899,0, Not Graduate, Yes,3100000,3400000,18,460,3900000,5300000,2200000,4100000, Rejected
3900,5, Graduate, Yes,9200000,39500000,16,341,9200000,9600000,15300000,10100000, Rejected
3901,1, Not Graduate, Yes,5200000,23400000,4,469,5000000,5400000,9100000,2200000, Rejected
3902,4, Graduate, Yes,9500000,39500000,12,897,17100000,2900000,28000000,12400000, Approved
3903,3, Graduate, Yes,5100000,10900000,12,444,4800000,3800000,8400000,5300000, Rejected
3904,4, Graduate, Yes,300000,600000,14,682,700000,300000,300000,400000, Approved
3905,3, Not Graduate, Yes,8700000,23500000,16,887,3900000,18800000,33200000,11000000, Approved
3906,1, Not Graduate, No,7600000,21400000,4,452,4100000,17100000,27100000,2100000, Rejected
3907,3, Not Graduate, No,7200000,7400000,14,718,8000000,17200000,6700000,10400000, Approved
3908,1, Not Graduate, No,9700000,39500000,18,570,26800000,2400000,17200000,7100000, Rejected
3909,2, Graduate, Yes,2100000,10500000,4,471,2700000,1600000,2300000,3100000, Rejected
3910,3, Not Graduate, Yes,9000000,28000000,10,871,15800000,10400000,34700000,3300000, Approved
3911,0, Not Graduate, No,2400000,6100000,18,694,5700000,3900000,4200000,2900000, Approved
3912,0, Not Graduate, No,9700000,24900000,2,563,27200000,17000000,8200000,5100000, Approved
3913,4, Not Graduate, No,2000000,2800000,4,788,2400000,3900000,6100000,300000, Approved
3914,0, Not Graduate, No,5500000,11400000,18,841,14400000,6800000,16500000,8200000, Approved
3915,5, Not Graduate, Yes,7900000,23800000,4,769,9000000,11000000,10600000,4100000, Approved
3916,3, Not Graduate, Yes,900000,2500000,16,822,2100000,2200000,1500000,200000, Approved
3917,4, Not Graduate, Yes,800000,2500000,20,493,1400000,500000,1600000,1000000, Rejected
3918,2, Not Graduate, No,8500000,37400000,10,506,27700000,17100000,12200000,6000000, Rejected
3919,4, Graduate, No,700000,1300000,10,439,2400000,1200000,1100000,600000, Rejected
3920,1, Graduate, Yes,6200000,6900000,10,718,17100000,2200000,20500000,9200000, Approved
3921,3, Graduate, Yes,9300000,10700000,8,782,30000000,21500000,29100000,7200000, Approved
3922,1, Not Graduate, Yes,6200000,9500000,8,696,4000000,13300000,18100000,1200000, Approved
3923,4, Not Graduate, Yes,4900000,16100000,12,660,11600000,9500000,14200000,5200000, Approved
3924,2, Not Graduate, No,4200000,17800000,18,763,3600000,1300000,9800000,4600000, Approved
3925,4, Not Graduate, No,6400000,29100000,20,409,7100000,2200000,11100000,2400000, Rejected
3926,5, Not Graduate, No,5800000,20500000,18,519,11200000,9900000,17500000,5000000, Rejected
3927,0, Not Graduate, Yes,5100000,13300000,4,724,13500000,1400000,4600000,3100000, Approved
3928,0, Graduate, No,1700000,2800000,8,331,4400000,500000,1700000,300000, Rejected
3929,2, Not Graduate, No,6600000,17200000,16,847,20300000,6600000,6200000,3500000, Approved
3930,3, Not Graduate, Yes,7400000,17200000,12,402,15100000,100000,22700000,10200000, Rejected
3931,5, Not Graduate, Yes,7100000,31800000,8,772,23100000,12800000,18200000,3700000, Approved
3932,2, Graduate, Yes,900000,2700000,8,670,2800000,1200000,1900000,400000, Approved
3933,5, Not Graduate, No,7000000,13300000,4,809,21000000,1400000,15200000,9900000, Approved
3934,4, Not Graduate, Yes,7300000,15700000,8,765,7000000,9900000,24800000,4600000, Approved
3935,4, Graduate, Yes,1900000,2900000,10,610,3700000,300000,1800000,2700000, Approved
3936,5, Graduate, No,8500000,39500000,10,754,22400000,1500000,15700000,11300000, Approved
3937,1, Graduate, No,5300000,6400000,12,508,18100000,6400000,16800000,4000000, Rejected
3938,4, Graduate, No,4800000,5000000,6,650,1100000,6000000,13500000,3100000, Approved
3939,4, Graduate, No,7200000,12500000,6,849,9200000,6100000,14600000,2100000, Approved
3940,5, Graduate, Yes,5100000,21600000,18,350,6800000,7900000,6600000,1900000, Rejected
3941,1, Graduate, No,5500000,17000000,10,513,6300000,5300000,21000000,2300000, Rejected
3942,4, Not Graduate, Yes,3200000,11200000,6,310,9300000,4700000,6200000,2400000, Rejected
3943,1, Not Graduate, Yes,9200000,22400000,14,621,3200000,8000000,32900000,5700000, Rejected
3944,5, Not Graduate, No,9700000,12400000,12,770,13400000,17300000,31300000,11800000, Approved
3945,3, Not Graduate, Yes,1400000,6200000,12,323,3600000,2000000,4900000,700000, Rejected
3946,5, Graduate, No,7300000,12900000,6,630,11300000,2900000,4100000,5100000, Approved
3947,3, Not Graduate, No,400000,500000,16,549,300000,700000,900000,100000, Approved
3948,0, Graduate, No,3800000,12500000,4,770,8400000,7400000,5400000,1800000, Approved
3949,2, Graduate, No,9700000,12900000,18,432,18700000,1600000,14200000,11600000, Rejected
3950,3, Not Graduate, No,1900000,2600000,10,397,6500000,2900000,2700000,2100000, Rejected
3951,3, Graduate, Yes,3800000,16000000,10,356,10100000,7500000,7100000,2500000, Rejected
3952,3, Graduate, Yes,2300000,6800000,8,544,7900000,700000,4500000,2100000, Rejected
3953,4, Graduate, No,7300000,14400000,10,593,5900000,16500000,19800000,5400000, Rejected
3954,3, Not Graduate, Yes,4700000,11300000,14,852,12800000,4900000,7300000,6400000, Approved
3955,1, Not Graduate, No,6000000,23500000,10,579,12100000,11100000,8700000,3900000, Approved
3956,0, Graduate, No,9400000,11900000,4,403,24000000,21100000,16600000,10400000, Rejected
3957,1, Graduate, No,5300000,7800000,12,720,9200000,13100000,15400000,2200000, Approved
3958,0, Not Graduate, Yes,7300000,25300000,6,336,6600000,10700000,3700000,5200000, Rejected
3959,4, Graduate, No,1100000,3800000,4,507,400000,1900000,3400000,900000, Rejected
3960,5, Not Graduate, No,2300000,11200000,18,692,6800000,1400000,3900000,600000, Approved
3961,5, Not Graduate, No,9400000,23500000,8,452,27200000,6800000,23700000,8700000, Rejected
3962,3, Not Graduate, No,8600000,10800000,12,657,6300000,18300000,27200000,7800000, Approved
3963,5, Graduate, Yes,6600000,20800000,4,572,15400000,6600000,15100000,2100000, Approved
3964,3, Not Graduate, No,3900000,13900000,8,872,10300000,8000000,10800000,5800000, Approved
3965,0, Not Graduate, No,2100000,3300000,8,472,4300000,300000,7800000,500000, Rejected
3966,3, Not Graduate, No,8500000,27300000,4,844,10600000,4600000,5100000,11500000, Approved
3967,3, Graduate, Yes,7800000,14000000,20,676,24200000,3300000,13400000,6100000, Approved
3968,3, Not Graduate, No,2500000,10900000,8,750,5800000,3300000,9400000,1000000, Approved
3969,4, Graduate, No,5900000,25600000,12,401,15200000,1200000,20200000,1500000, Rejected
3970,5, Not Graduate, Yes,6200000,16900000,12,311,14600000,5300000,16500000,6700000, Rejected
3971,1, Not Graduate, Yes,4800000,23400000,10,739,12400000,11800000,6300000,5500000, Approved
3972,0, Graduate, Yes,9200000,39500000,12,588,6200000,18300000,15200000,9600000, Rejected
3973,3, Graduate, Yes,1400000,2100000,12,485,4500000,2700000,4900000,1000000, Rejected
3974,0, Graduate, Yes,2700000,6700000,2,838,3100000,900000,7900000,900000, Approved
3975,2, Graduate, Yes,1100000,3700000,14,496,3300000,1000000,1600000,1300000, Rejected
3976,5, Graduate, Yes,6900000,9200000,4,560,21700000,11700000,6600000,9100000, Approved
3977,3, Not Graduate, Yes,6500000,16400000,10,735,15300000,400000,21000000,4200000, Approved
3978,5, Graduate, No,9800000,20000000,8,878,21300000,10600000,24700000,12500000, Approved
3979,0, Graduate, No,5500000,26400000,10,840,3100000,12800000,21300000,5400000, Approved
3980,4, Not Graduate, No,1600000,4200000,2,692,2600000,300000,3100000,1300000, Approved
3981,1, Graduate, Yes,4600000,18600000,16,366,10200000,10400000,7900000,4400000, Rejected
3982,0, Graduate, No,1000000,2500000,10,365,500000,500000,1500000,300000, Rejected
3983,1, Graduate, No,6700000,10200000,2,716,3800000,3200000,14700000,1800000, Approved
3984,5, Not Graduate, No,6800000,30300000,2,606,23700000,3300000,11100000,7600000, Approved
3985,2, Not Graduate, No,8600000,8600000,12,379,11100000,20000000,6500000,12500000, Rejected
3986,5, Graduate, No,3500000,4300000,14,718,4700000,5300000,5600000,2800000, Approved
3987,0, Not Graduate, Yes,3200000,7900000,12,866,3300000,6000000,4100000,600000, Approved
3988,3, Not Graduate, Yes,800000,3000000,16,339,1900000,700000,2700000,200000, Rejected
3989,2, Not Graduate, No,4200000,9900000,16,796,7400000,9200000,5600000,3200000, Approved
3990,1, Not Graduate, Yes,4800000,6100000,18,507,13500000,7000000,10100000,4900000, Rejected
3991,3, Not Graduate, No,7500000,17000000,20,539,14200000,11200000,21400000,2400000, Approved
3992,3, Graduate, Yes,7500000,14800000,18,730,1900000,14100000,7700000,1100000, Approved
3993,0, Graduate, No,1500000,1500000,16,448,2700000,2900000,3500000,1700000, Approved
3994,3, Graduate, Yes,2900000,9100000,10,394,1100000,4900000,10000000,900000, Rejected
3995,1, Graduate, Yes,5200000,7600000,12,879,15200000,1500000,13200000,3700000, Approved
3996,4, Graduate, Yes,3400000,7300000,14,509,2000000,7400000,7400000,3800000, Rejected
3997,1, Not Graduate, Yes,400000,1400000,4,401,400000,300000,1400000,100000, Rejected
3998,1, Not Graduate, Yes,8400000,32800000,14,714,14400000,20900000,32000000,6000000, Approved
3999,5, Graduate, Yes,7300000,15000000,12,430,6200000,7000000,24600000,1900000, Rejected
4000,1, Not Graduate, Yes,5200000,12000000,12,766,10300000,1600000,10000000,3000000, Approved
4001,0, Not Graduate, No,3300000,6600000,18,342,5700000,2600000,8700000,4500000, Rejected
4002,3, Not Graduate, No,8400000,39500000,14,611,28100000,12000000,19700000,8900000, Rejected
4003,3, Not Graduate, Yes,500000,900000,20,542,200000,500000,800000,100000, Rejected
4004,3, Not Graduate, Yes,4500000,7800000,20,875,9500000,9300000,9100000,1300000, Approved
4005,2, Not Graduate, Yes,8000000,22200000,18,613,20600000,13600000,27200000,4100000, Approved
4006,0, Not Graduate, Yes,9500000,16700000,6,856,5900000,5100000,14700000,12900000, Approved
4007,1, Graduate, No,2600000,4200000,4,449,6000000,3500000,9400000,3000000, Rejected
4008,0, Graduate, No,6500000,9000000,6,584,19800000,12800000,25800000,6300000, Approved
4009,5, Not Graduate, No,2000000,7100000,16,789,5600000,4500000,3100000,600000, Approved
4010,1, Not Graduate, Yes,1300000,4500000,18,396,4300000,1300000,1200000,1800000, Rejected
4011,3, Not Graduate, No,3600000,13000000,18,857,9300000,8300000,13900000,4400000, Approved
4012,1, Not Graduate, Yes,8800000,36000000,14,764,13200000,800000,9700000,3800000, Approved
4013,3, Graduate, No,6900000,15900000,14,706,22300000,11700000,22100000,4600000, Approved
4014,0, Not Graduate, Yes,4900000,22900000,20,446,4600000,9600000,3100000,3400000, Rejected
4015,0, Not Graduate, No,2900000,11400000,14,791,6200000,3100000,3800000,2700000, Approved
4016,1, Not Graduate, No,1500000,6300000,4,806,4100000,0,2100000,900000, Approved
4017,1, Graduate, No,2800000,10900000,12,475,8600000,4800000,4300000,1100000, Rejected
4018,1, Not Graduate, No,1600000,3900000,8,652,5200000,1400000,5900000,1700000, Approved
4019,1, Graduate, Yes,2000000,4300000,14,336,1000000,800000,2200000,2100000, Rejected
4020,4, Not Graduate, No,6900000,18600000,14,536,17900000,2700000,7600000,5000000, Approved
4021,2, Not Graduate, No,1500000,2100000,6,390,1300000,2900000,4400000,1200000, Rejected
4022,0, Not Graduate, No,600000,1700000,6,634,1700000,300000,2300000,100000, Approved
4023,5, Not Graduate, No,5500000,6400000,2,629,13800000,6700000,10200000,4100000, Approved
4024,3, Not Graduate, No,3000000,3000000,6,620,2400000,7300000,9600000,3700000, Approved
4025,2, Graduate, No,4600000,21700000,18,706,13600000,8700000,2800000,4300000, Approved
4026,3, Graduate, No,1500000,5600000,14,855,2600000,2100000,5100000,2100000, Approved
4027,1, Graduate, No,2200000,7100000,20,418,4400000,2900000,6700000,2400000, Rejected
4028,2, Graduate, No,4500000,10600000,20,428,15300000,1900000,16400000,5300000, Rejected
4029,0, Not Graduate, No,6900000,22600000,18,429,16300000,7700000,18800000,5100000, Rejected
4030,4, Graduate, No,4200000,19200000,4,857,9000000,1500000,15900000,1400000, Approved
4031,2, Graduate, Yes,5500000,19900000,8,355,1400000,1100000,10300000,7600000, Rejected
